"File","Line","Before","After"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","176","assertEquals(""SPACE_NOT_FOUND"", ex.getErrorCode());","assertEquals(""SPACE_NOT_FOUND"", ex.getErrorCode(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","187","assertEquals(1, result.size());","assertEquals(1, result.size(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","188","assertEquals(""Sala A"", result.get(0).getName());","assertEquals(""Sala A"", result.get(0).getName(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","199","assertEquals(""Sala B"", result.getName());","assertEquals(""Sala B"", result.getName(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","212","assertEquals(HttpStatus.BAD_REQUEST, ex.getStatus());","assertEquals(HttpStatus.BAD_REQUEST, ex.getStatus(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","213","assertEquals(""INVALID_CAPACITY"", ex.getErrorCode());","assertEquals(""INVALID_CAPACITY"", ex.getErrorCode(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","235","assertEquals(HttpStatus.NOT_FOUND, ex.getStatus());","assertEquals(HttpStatus.NOT_FOUND, ex.getStatus(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","236","assertEquals(""SPACE_NOT_FOUND"", ex.getErrorCode());","assertEquals(""SPACE_NOT_FOUND"", ex.getErrorCode(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\locations-service\src\test\java\com\reservas\sk\locations_service\application\service\LocationsApplicationServiceTest.java","249","assertTrue(result.isActive());","assertTrue(result.isActive(), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\notifications-service\src\test\java\com\reservas\sk\notifications_service\application\service\InAppNotificationServiceTest.java","78","assertTrue(msg.contains(""Sala D""));","assertTrue(msg.contains(""Sala D""), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\notifications-service\src\test\java\com\reservas\sk\notifications_service\application\service\InAppNotificationServiceTest.java","79","assertTrue(msg.contains(""Fin:""));","assertTrue(msg.contains(""Fin:""), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
"C:\Users\german.rojas\Desktop\Nueva carpeta\reservas-sk\Backend\services\notifications-service\src\test\java\com\reservas\sk\notifications_service\application\service\InAppNotificationServiceTest.java","80","assertTrue(msg.contains(""Tiempo extra""));","assertTrue(msg.contains(""Tiempo extra""), ""PMD UnitTestAssertionsShouldIncludeMessage"");"
